Source_Framework,Source_Control_ID,Target_Framework,Target_Control_ID,Mapping_Category,Confidence
Cloud Controls Matrix v4.0,CCM-INF-10,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INF-10,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INF-10,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INF-11,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INF-11,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INF-11,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INF-11,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INF-11,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INF-11,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INF-11,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-01,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-01,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-02,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-02,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-03,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-03,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-04,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-04,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-05,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-05,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-06,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-06,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-07,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-07,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-08,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-08,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-09,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-09,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-10,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-10,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-10,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-10,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-10,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-10,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-10,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-11,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-11,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-11,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-11,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-11,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-11,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-11,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-12,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-12,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-12,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-12,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-12,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-12,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-INT-12,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-01,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-01,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-02,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-02,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-03,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-03,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-04,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-04,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-05,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-05,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-06,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-06,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-06,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-07,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-07,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-07,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-08,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-08,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-08,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-09,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-09,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-09,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-10,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-10,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-10,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-10,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-10,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-10,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-10,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-11,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-11,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-11,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-11,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-11,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-11,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-11,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-12,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-12,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-12,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-12,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-12,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-12,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-12,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-13,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-13,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-13,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-13,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-13,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-13,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-MOB-13,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-01,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-01,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-01,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-02,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-02,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-02,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-03,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-03,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-03,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-04,Directive (EU) 2022/2555 (NIS2),NIS2-21-6,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-04,NIST Cybersecurity Framework 2.0,1.1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-04,CIS Controls Version 8.1,08.01.2025,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-1,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-3,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-4,vulnerability_management,Medium
Cloud Controls Matrix v4.0,CCM-SUP-05,Directive (EU) 2022/2555 (NIS2),NIS2-21-5,vulnerability_management,Medium
